confirmed_exchange_in_atom,confirmed_exchange_out_atom,unconfirmed_behavioral_in_atom,ibc_inbound_atom,ibc_outbound_atom,confirmed_exchange_gross_atom,confirmed_exchange_net_in_atom,all_behavioral_candidate_in_atom,ibc_gross_atom,ibc_net_inbound_atom,binance_usdt_range_pct_of_open,binance_usdt_base_volume_atom,binance_usdt_quote_volume,binance_usdt_trade_count,binance_usdt_realized_abs_return_pct,max_usdt_vs_usdc_low_discount_pct,max_usdt_vs_mark_low_discount_pct,max_usdt_vs_coinbase_low_discount_pct,start_utc,end_utc
61904.311451,58103.902168,53106.186481,29055.825120999998,21374.898424,120008.213619,3800.409283000001,115010.497932,50430.723545,7680.926696999999,1.965018354567052,333086.15,1541508.08348,10617.0,12.065036350682012,0.1522732216663214,0.14850093325148306,0.12919896640827266,2025-09-11T12:00:00Z,2025-09-11T14:00:00Z
29144.279032,29615.138709000003,232016.807355,18617.073299,11379.676348,58759.417741,-470.859677000004,261161.086387,29996.749647,7237.396950999999,1.1130136986301287,95538.53,444334.93699,3033.0,6.693835092830858,0.17196904557179593,-0.02260351971274943,0.10792143319663383,2025-09-11T14:00:00Z,2025-09-11T16:00:00Z
20135.168454,18567.231482,75349.434419,25638.733757,12752.859626,38702.399936,1567.9369719999995,95484.602873,38391.593383,12885.874131000002,0.777705767984437,51240.54,238107.35941,1763.0,5.594254937543797,0.12922679302175277,0.002319688678475984,0.0860955660783369,2025-09-11T16:00:00Z,2025-09-11T18:00:00Z
25434.308923,23801.638211999998,66615.721605,13524.095479,9144.56047,49235.947134999995,1632.6707110000025,92050.030528,22668.655949,4379.535008999999,0.8154506437768294,79675.41,371859.17167,2239.0,4.350636107454053,0.10713520462823922,0.0,0.1496685909771145,2025-09-11T18:00:00Z,2025-09-11T20:00:00Z
13730.526975,19660.004076999998,61149.048268,14790.709085,7436.628616999999,33390.531052,-5929.477101999997,74879.575243,22227.337702,7354.080468000001,0.4490057729313643,52227.700000000004,244906.89831,1780.0,3.7531644390511376,0.10654165778819502,0.0,0.1704303365999138,2025-09-11T20:00:00Z,2025-09-11T22:00:00Z
22875.037663,22672.528728,78052.44388,4593.888426,1956.669327,45547.566391,202.50893499999802,100927.481543,6550.557753000001,2637.2190990000004,0.3194888178913859,70648.97,331664.42574,2352.0,4.02564946152848,0.10651896037494613,0.012877497497243429,0.12768674185997808,2025-09-11T22:00:00Z,2025-09-12T00:00:00Z
17834.469465,18779.848504,78722.052829,10751.078945000001,4558.376361,36614.317968999996,-945.3790390000031,96556.522294,15309.455306,6192.7025840000015,1.0867249094395943,128125.16,603657.49382,3948.0,5.435275994816058,0.10636034886194468,0.08469193309336154,0.10656436487638254,2025-09-12T00:00:00Z,2025-09-12T02:00:00Z
16075.503572000001,13938.164347,231974.765383,5202.309348,8522.290018,30013.667919,2137.3392250000015,248050.26895499998,13724.599365999999,-3319.98067,0.7244832729597233,91267.94,427625.8483,2179.0,3.8230165715495312,0.12801365478984916,0.06406149903908087,0.1493492639214944,2025-09-12T02:00:00Z,2025-09-12T04:00:00Z
20989.116654999998,21139.377781,59054.135568,1301.13416,2942.818797,42128.49443599999,-150.26112600000124,80043.25222299999,4243.9529569999995,-1641.6846369999998,0.8336896109448608,48321.26,226377.06539,1850.0,4.033818154357838,0.17039403620873195,0.0063222429868670105,0.08552490912977495,2025-09-12T04:00:00Z,2025-09-12T06:00:00Z
16425.17564,19703.778114,32468.25548,2395.260664,7634.026059,36128.953754,-3278.6024739999993,48893.43112,10029.286723,-5238.765395,0.8920985556499536,96574.6,452637.41231,3054.0,4.435994654925612,0.17032148179688678,0.02134927412468235,0.1279590531030106,2025-09-12T06:00:00Z,2025-09-12T08:00:00Z
18346.356394,17549.126428,70987.894556,2193.163699,21494.612831,35895.482822,797.229965999999,89334.25095,23687.77653,-19301.449131999998,0.8985879332477495,223686.48,1041237.98516,3166.0,3.9111496104571764,0.23671185711211518,0.3164059624602089,0.23671185711211518,2025-09-12T08:00:00Z,2025-09-12T10:00:00Z
26603.620399,30510.692278,168717.922713,19052.280747,10479.660789,57114.312676999994,-3907.071878999999,195321.543112,29531.941536,8572.619958000001,0.6248653307476818,55441.62,256983.21163,1956.0,4.615733786507303,0.10775862068965747,0.0,0.08631851532154844,2025-09-12T10:00:00Z,2025-09-12T12:00:00Z
27857.54715,24182.135755,36862.426051,8441.835163,7856.7726649999995,52039.682904999994,3675.411394999999,64719.973201,16298.607828,585.0624980000002,1.449902618480852,253367.22,1176444.25749,3724.0,5.732954176117788,0.10815487778498278,-0.02892968115444372,0.10827197921178255,2025-09-12T12:00:00Z,2025-09-12T14:00:00Z
33920.830126,34664.264509,111652.077656,8911.756697,5209.660191,68585.094635,-743.4343829999998,145572.907782,14121.416888,3702.0965060000008,0.9654580562111121,84081.9,392087.11625,2370.0,6.177720211526783,0.21390374331550221,-0.015381045823104067,0.19305019305020377,2025-09-12T14:00:00Z,2025-09-12T16:00:00Z
